Timestamp,Coder initials:,Article ID:,Please flag any of the following issues that prevent you from coding this article:,How many times has the article been cited in a meta-analysis?,"How many times was the article cited *incidentally* in a meta-analysis (i.e., no intention to include in data synthesis)?",How many times has the article been explicitly excluded from a meta-analysis?,How many times has the article been cited in a systematic review?,"How many times was the article cited *incidentally* in a systematic review (i.e., no intention to include in formal review)?",How many times has the article been explicitly excluded from a systematic review?,How many times has the article been cited in a replication study?,Does the article state whether or not materials are available?,Please copy and paste the materials availability statement here:,How does the statement indicate the materials are available?,"Can you access, download, and open the materials files?",Does the article state whether or not data are available?,Please copy and paste the data availability statement here:,How does the statement indicate the data are available?,"Can you access, download, and open the data files?",Are the data files clearly documented?,Do the data files appear to contain all of the raw data necessary to reproduce the reported findings?,Does the article state whether or not analysis scripts are available?,Please copy and paste the analysis script availability statement here:,How does the statement indicate the analysis scripts are available?,"Can you access, download, and open the analysis files?",Does the article state whether or not the study (or some aspect of the study) was pre-registered?,Please copy and paste the pre-registration statement here:,Where does the article indicate the pre-registration is located?,Can you access and open the pre-registration?,What aspects of the study appear to be pre-registered? (select all that apply),Does the article link to an accessible protocol?,What aspects of the study appear to be included in the protocol? (select all that apply),Does the article claim to report a replication study or novel study?,Does the article include a statement indicating whether there were any conflicts of interest?,"Please copy and paste the conflict of interest statement here (enter ""none"" if there was no statement):",conflictType,Does the article include a statement indicating whether there were funding sources?,"Please copy and paste the funding statement here (enter ""none"" if there was no statement):",Is the article open access?,What is the 2017 journal impact factor? (skip if you cannot identify),What is the journal impact factor for the article's year of publication? (skip if you cannot identify),Which country is the corresponding author based in according to their affiliation?,Does the study include human or animal subjects?,What type of study is being reported?
1/27/19,RT/TH,rYkhf,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,The article claims to report a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,NA,Yes - the statement identifies funding sources but the private/public status is unclear,We are grateful to S. Yantis for support with funding.,Yes - found article via other means,6.128,4.94,United States of America,Human,Empirical data - laboratory study
1/27/19,RT/TH,mlHbw,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,Italy,Human,Empirical data - field study
1/27/19,RT/TH,zZLuf,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),I am grateful to the Economic and Social Research Council for funding my research,Yes - found via Open Access Button,0.69,0.707,United Kingdom,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
1/27/19,RT/TH,AioEs,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,The Answer Tier is a content question with 2–4 choices while the Reason Tier provides four or more possible explanations for the response in the Answer Tier (See Appendix B for examples. Email correspondence should be addressed to the article authors for the full set of questions),Upon request from the authors,No,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This paper refers to data from the research project ‘‘The hole in the sky is causing global warming?: restructuring prior knowledge in climate change education through conceptual change’’ (RS 5/12 CCH) funded by the Research Support for Senior Academic Administrator (RS-SAA) Grant, National Institute of Education (NIE).",Yes - found via Open Access Button,1.21,1,Singapore,Human,Empirical data - field study
1/27/19,RT/TH,hMgTi,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,1.858,1.858,United Kingdom,Human,Empirical data - survey/interview
1/27/19,RT/TH,SepgC,There are no issues,1,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"Participants first answered demographical questions and rated themselves on 20 traits, 10 positive and 10 negative, translated from Otten and Wentura (2001), on a scale ranging from 1 (agree not at all) to 9 (agree completely; all traits are listed in the appendix).",Appendix within the present article,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,The article claims to report a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",NA,Yes - the statement says that there was funding from both public and private organizations,"The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The research reported in this article was supported by a scholarship of the German Academic Exchange Service (DAAD) and by a grant from the Deutsche Forschungsgemeinschaft (DFG; MA 5173/1-1) awarded to the first author and by Grant ARC06/11-337 awarded to the third and fourth authors.",Yes - found article via other means,2.498,2.909,Germany,Human,Empirical data - laboratory study
1/27/19,RT/TH,GKRBf,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,2.23,1.192,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
1/27/19,RT/TH,GlYRJ,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,NA,NA,Norway,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
1/27/19,RT/TH,fHAAX,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This study was supported through a grant from the U.S. Department of Health and Human Services, Administration for Children and Families (90FE0001).",Yes - found article via other means,1.727,1.024,United States of America,Human,Empirical data - field study
1/27/19,RT/TH,BnLwx,There are no issues,0,0,0,0,0,0,0,Source of materials provided but no explicit availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,2.934,2.934,Sweden,Human,Empirical data - survey/interview
1/27/19,RT/TH,KfsZh,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,1,0.715,United States of America,Neither,Empirical data - survey/interview
1/27/19,RT/TH,IsmEZ,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,United Kingdom,Human,Empirical data - survey/interview
1/27/19,RT/TH,bFvHN,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"A complete MSEL-A manual and protocol are available upon request...For a subset of the sample (n ¼ 17), we administered all adaptable items of the VR and RL scales (protocol available upon request) in accordance with the same guidelines of the MSEL-A...For more specific examples of how FM and EL confounds were reduced a full protocol is available upon request.",Upon request from the authors,No,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,1.29,1.29,United States of America,Human,Empirical data - laboratory study
1/27/19,RT/TH,WcqBY,There are no issues,0,0,0,1,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"V.R. has received payment for consulting and writing activities from Lilly, Novartis, and Shire Pharmaceuticals, lecture honoraria from Lilly, Novartis, Shire Pharmaceuticals, and Medice Pharma, and support for research from Shire and Novartis. He has carried out (and is currently carrying out) clinical trials in cooperation with the Novartis, Shire, and Otsuka companies. C.B. has received payment for consulting from GlaxoSmithKline, and Teva. W.X.C., N.W. and M.M. declare no competing or potential conflicts of interest.",Consultancy for industry; Honoraria from industry,Yes - the statement says that there was funding from a public organization(s),This work was supported by a grant from the Deutsche Forschungsgemeinschaft (DFG) BE4045/10-2.,Yes - found article via other means,5.475,5.23,Germany,Human,Empirical data - laboratory study
1/27/19,RT/TH,MEmXP,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,United States of America,Animal,Empirical data - laboratory study
